kind	df_label	n	k_extremes	magnitude	scenario	alpha	repetitions	n_perm	reject_count	rejection_rate	wilson_low	wilson_high	mean_norm	mean_corr	mean_index_overlap	mean_p	p05	p50	p95
l1	normal	160	3	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.949	0.8448	3.0	0.0033	0.0033	0.0033	0.0033
l1	normal	160	3	8.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.6636	-0.0012	0.05	0.496	0.0532	0.5017	0.944
l1	t10	40	1	4.0	matched	0.05	120	299	98	0.8167	0.738	0.8757	0.9087	0.4476	1.0	0.0315	0.0033	0.0233	0.0752
l1	t10	40	1	4.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.8246	-0.018	0.0167	0.5362	0.0767	0.5583	0.9243
l1	t10	40	1	6.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9276	0.6899	1.0	0.0173	0.0033	0.015	0.0367
l1	t10	40	1	6.0	independent_null	0.05	120	299	2	0.0167	0.0046	0.0587	0.7391	-0.0145	0.0167	0.5271	0.1032	0.5283	0.9372
l1	t10	40	1	8.0	matched	0.05	120	299	119	0.9917	0.9543	0.9985	0.9439	0.8162	1.0	0.0169	0.0033	0.0167	0.0335
l1	t10	40	1	8.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.6653	0.0004	0.025	0.493	0.0433	0.5033	0.9303
l1	t10	40	2	4.0	matched	0.05	120	299	119	0.9917	0.9543	0.9985	0.9327	0.6037	2.0	0.0072	0.0033	0.0033	0.0233
l1	t10	40	2	4.0	independent_null	0.05	120	299	11	0.0917	0.052	0.1567	0.8237	0.018	0.15	0.4718	0.0265	0.4367	0.9567
l1	t10	40	2	6.0	matched	0.05	120	299	119	0.9917	0.9543	0.9985	0.95	0.8053	2.0	0.0046	0.0033	0.0033	0.01
l1	t10	40	2	6.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7215	0.0099	0.075	0.4649	0.0497	0.4667	0.9278
l1	t10	40	2	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9659	0.8966	2.0	0.004	0.0033	0.0033	0.0067
l1	t10	40	2	8.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.6301	-0.0151	0.075	0.529	0.0667	0.5417	0.9468
l1	t10	40	3	4.0	matched	0.05	120	299	119	0.9917	0.9543	0.9985	0.9456	0.6663	3.0	0.005	0.0033	0.0033	0.0133
l1	t10	40	3	4.0	independent_null	0.05	120	299	8	0.0667	0.0342	0.1261	0.8237	0.0094	0.2333	0.4894	0.0398	0.4733	0.9673
l1	t10	40	3	6.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9633	0.8505	3.0	0.0034	0.0033	0.0033	0.0033
l1	t10	40	3	6.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.7332	0.0054	0.2417	0.4912	0.0595	0.5	0.9247
l1	t10	40	3	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9759	0.9226	3.0	0.0034	0.0033	0.0033	0.0033
l1	t10	40	3	8.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.6464	-0.017	0.1667	0.5193	0.0498	0.5117	0.9602
l1	t10	80	1	4.0	matched	0.05	120	299	92	0.7667	0.6834	0.8333	0.8888	0.2926	1.0	0.0397	0.0033	0.02	0.1268
l1	t10	80	1	4.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.8401	-0.0137	0.0083	0.5409	0.0698	0.5733	0.95
l1	t10	80	1	6.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9063	0.5512	1.0	0.0106	0.0033	0.01	0.0202
l1	t10	80	1	6.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.7866	-0.0074	0.0083	0.5267	0.0598	0.545	0.954
l1	t10	80	1	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9177	0.6953	1.0	0.0094	0.0033	0.0067	0.02
l1	t10	80	1	8.0	independent_null	0.05	120	299	8	0.0667	0.0342	0.1261	0.7172	-0.0041	0.0	0.502	0.0432	0.5117	0.9635
l1	t10	80	2	4.0	matched	0.05	120	299	117	0.975	0.9291	0.9915	0.9034	0.4284	2.0	0.008	0.0033	0.0033	0.0235
l1	t10	80	2	4.0	independent_null	0.05	120	299	1	0.0083	0.0015	0.0457	0.8295	-0.0082	0.0333	0.5144	0.0663	0.49	0.9535
l1	t10	80	2	6.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9253	0.6952	2.0	0.0036	0.0033	0.0033	0.0067
l1	t10	80	2	6.0	independent_null	0.05	120	299	10	0.0833	0.0459	0.1466	0.7509	0.0055	0.075	0.5291	0.0165	0.5483	0.9833
l1	t10	80	2	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9409	0.8128	2.0	0.0034	0.0033	0.0033	0.0033
l1	t10	80	2	8.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.6632	0.0015	0.0417	0.4811	0.05	0.47	0.9068
l1	t10	80	3	4.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9165	0.5169	3.0	0.0044	0.0033	0.0033	0.0102
l1	t10	80	3	4.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.8184	-0.0167	0.0917	0.5412	0.076	0.535	0.9703
l1	t10	80	3	6.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9404	0.7651	3.0	0.0033	0.0033	0.0033	0.0033
l1	t10	80	3	6.0	independent_null	0.05	120	299	2	0.0167	0.0046	0.0587	0.7336	0.0013	0.1	0.4926	0.0798	0.4917	0.96
l1	t10	80	3	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9542	0.8642	3.0	0.0033	0.0033	0.0033	0.0033
l1	t10	80	3	8.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.6455	0.0034	0.1417	0.5091	0.0558	0.4983	0.9377
l1	t10	160	1	4.0	matched	0.05	120	299	74	0.6167	0.5273	0.6988	0.8747	0.1663	1.0	0.0688	0.0033	0.03	0.2477
l1	t10	160	1	4.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.8493	-0.0081	0.0	0.5252	0.079	0.515	0.9408
l1	t10	160	1	6.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.8863	0.3695	1.0	0.0075	0.0033	0.0067	0.0168
l1	t10	160	1	6.0	independent_null	0.05	120	299	3	0.025	0.0085	0.0709	0.8162	-0.0048	0.0083	0.5273	0.0998	0.5683	0.9205
l1	t10	160	1	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.8943	0.534	1.0	0.0065	0.0033	0.0067	0.0133
l1	t10	160	1	8.0	independent_null	0.05	120	299	2	0.0167	0.0046	0.0587	0.7683	-0.011	0.0	0.5331	0.0925	0.5683	0.9568
l1	t10	160	2	4.0	matched	0.05	120	299	118	0.9833	0.9413	0.9954	0.8863	0.2827	2.0	0.0092	0.0033	0.0033	0.0268
l1	t10	160	2	4.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.8435	0.0089	0.0167	0.4788	0.0232	0.4717	0.9072
l1	t10	160	2	6.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9022	0.5327	2.0	0.0034	0.0033	0.0033	0.0033
l1	t10	160	2	6.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.7853	0.0057	0.025	0.4769	0.0632	0.4533	0.9135
l1	t10	160	2	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9161	0.6972	2.0	0.0034	0.0033	0.0033	0.0033
l1	t10	160	2	8.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.7165	-0.011	0.0167	0.5384	0.0567	0.5383	0.9735
l1	t10	160	3	4.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.893	0.3584	3.0	0.0044	0.0033	0.0033	0.01
l1	t10	160	3	4.0	independent_null	0.05	120	299	3	0.025	0.0085	0.0709	0.8317	-0.0091	0.025	0.5262	0.0833	0.4983	0.9643
l1	t10	160	3	6.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9159	0.6374	3.0	0.0034	0.0033	0.0033	0.0033
l1	t10	160	3	6.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.7625	-0.0007	0.0417	0.4924	0.0793	0.51	0.9735
l1	t10	160	3	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9284	0.7657	3.0	0.0033	0.0033	0.0033	0.0033
l1	t10	160	3	8.0	independent_null	0.05	120	299	3	0.025	0.0085	0.0709	0.6849	-0.0069	0.025	0.5078	0.09	0.48	0.9803
l1	t8	40	1	4.0	matched	0.05	120	299	93	0.775	0.6924	0.8405	0.9049	0.4308	1.0	0.0381	0.0033	0.0267	0.1375
l1	t8	40	1	4.0	independent_null	0.05	120	299	14	0.1167	0.0708	0.1863	0.8386	0.0497	0.0417	0.4413	0.0198	0.4133	0.9475
l1	t8	40	1	6.0	matched	0.05	120	299	119	0.9917	0.9543	0.9985	0.9258	0.6824	1.0	0.0173	0.0033	0.0167	0.0367
l1	t8	40	1	6.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7524	0.0038	0.0333	0.4902	0.0527	0.525	0.9272
l1	t8	40	1	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9412	0.8129	1.0	0.0164	0.0033	0.0167	0.0335
l1	t8	40	1	8.0	independent_null	0.05	120	299	10	0.0833	0.0459	0.1466	0.6785	0.0298	0.0417	0.4627	0.0363	0.45	0.9305
l1	t8	40	2	4.0	matched	0.05	120	299	114	0.95	0.8952	0.9769	0.9248	0.5685	2.0	0.0108	0.0033	0.0067	0.0408
l1	t8	40	2	4.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.8248	0.0151	0.1083	0.4793	0.0497	0.4467	0.9567
l1	t8	40	2	6.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9459	0.7827	2.0	0.004	0.0033	0.0033	0.0067
l1	t8	40	2	6.0	independent_null	0.05	120	299	9	0.075	0.04	0.1364	0.7346	0.0139	0.15	0.487	0.0333	0.49	0.9467
l1	t8	40	2	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9627	0.8836	2.0	0.0041	0.0033	0.0033	0.0067
l1	t8	40	2	8.0	independent_null	0.05	120	299	2	0.0167	0.0046	0.0587	0.6421	-0.0163	0.05	0.5039	0.0632	0.48	0.9502
l1	t8	40	3	4.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.941	0.643	3.0	0.0045	0.0033	0.0033	0.01
l1	t8	40	3	4.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.8248	0.008	0.2167	0.4875	0.0495	0.4767	0.944
l1	t8	40	3	6.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9595	0.8274	3.0	0.0036	0.0033	0.0033	0.0035
l1	t8	40	3	6.0	independent_null	0.05	120	299	13	0.1083	0.0644	0.1766	0.7442	0.0325	0.35	0.4624	0.023	0.44	0.9177
l1	t8	40	3	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9733	0.9102	3.0	0.0034	0.0033	0.0033	0.0033
l1	t8	40	3	8.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.666	0.0141	0.2583	0.4755	0.04	0.4667	0.9433
l1	t8	80	1	4.0	matched	0.05	120	299	74	0.6167	0.5273	0.6988	0.8797	0.2512	1.0	0.0584	0.0033	0.04	0.2047
l1	t8	80	1	4.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.8374	0.0003	0.025	0.5036	0.083	0.5017	0.9475
l1	t8	80	1	6.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.898	0.5179	1.0	0.01	0.0033	0.0067	0.0233
l1	t8	80	1	6.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.7833	-0.0134	0.0	0.5363	0.0598	0.5567	0.9668
l1	t8	80	1	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9145	0.6812	1.0	0.0092	0.0033	0.0067	0.0167
l1	t8	80	1	8.0	independent_null	0.05	120	299	8	0.0667	0.0342	0.1261	0.7169	-0.0085	0.0	0.5359	0.0398	0.5683	0.9535
l1	t8	80	2	4.0	matched	0.05	120	299	116	0.9667	0.9174	0.987	0.8962	0.3874	2.0	0.011	0.0033	0.0067	0.0467
l1	t8	80	2	4.0	independent_null	0.05	120	299	3	0.025	0.0085	0.0709	0.8276	0.002	0.0333	0.4861	0.1213	0.4967	0.921
l1	t8	80	2	6.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9208	0.6681	2.0	0.0037	0.0033	0.0033	0.0067
l1	t8	80	2	6.0	independent_null	0.05	120	299	3	0.025	0.0085	0.0709	0.7488	-0.0108	0.0167	0.5312	0.073	0.5517	0.9268
l1	t8	80	2	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9352	0.7915	2.0	0.0035	0.0033	0.0033	0.0067
l1	t8	80	2	8.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.669	-0.0097	0.0333	0.519	0.0798	0.5233	0.9503
l1	t8	80	3	4.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.907	0.4769	3.0	0.0052	0.0033	0.0033	0.0133
l1	t8	80	3	4.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.8186	-0.0221	0.1083	0.5634	0.0847	0.615	0.97
l1	t8	80	3	6.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9345	0.741	3.0	0.0033	0.0033	0.0033	0.0033
l1	t8	80	3	6.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.7357	-0.0003	0.1	0.5027	0.0463	0.5033	0.9337
l1	t8	80	3	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9494	0.844	3.0	0.0033	0.0033	0.0033	0.0033
l1	t8	80	3	8.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.6491	-0.0107	0.1167	0.5548	0.0625	0.5883	0.9702
l1	t8	160	1	4.0	matched	0.05	120	299	50	0.4167	0.3324	0.5061	0.8684	0.1466	1.0	0.0844	0.0033	0.0567	0.2468
l1	t8	160	1	4.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.8443	-0.0008	0.0083	0.4973	0.0892	0.495	0.9335
l1	t8	160	1	6.0	matched	0.05	120	299	118	0.9833	0.9413	0.9954	0.875	0.3345	1.0	0.0099	0.0033	0.0067	0.0237
l1	t8	160	1	6.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.8105	-0.0055	0.0167	0.5256	0.0665	0.5183	0.9605
l1	t8	160	1	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.8894	0.5098	1.0	0.0067	0.0033	0.0067	0.0133
l1	t8	160	1	8.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7645	-0.0102	0.0	0.5512	0.0528	0.6167	0.9602
l1	t8	160	2	4.0	matched	0.05	120	299	110	0.9167	0.8534	0.9541	0.8764	0.2451	2.0	0.019	0.0033	0.01	0.0607
l1	t8	160	2	4.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.8359	-0.0042	0.0417	0.5279	0.0457	0.5533	0.9407
l1	t8	160	2	6.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.8926	0.4966	2.0	0.0035	0.0033	0.0033	0.0035
l1	t8	160	2	6.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7836	-0.0016	0.025	0.5198	0.056	0.5233	0.9607
l1	t8	160	2	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.907	0.6604	2.0	0.0034	0.0033	0.0033	0.0033
l1	t8	160	2	8.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7225	0.0004	0.0333	0.5082	0.062	0.4733	0.954
l1	t8	160	3	4.0	matched	0.05	120	299	119	0.9917	0.9543	0.9985	0.8842	0.3202	3.0	0.006	0.0033	0.0033	0.0135
l1	t8	160	3	4.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.8316	0.0033	0.05	0.5035	0.0365	0.5267	0.9333
l1	t8	160	3	6.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9059	0.5907	3.0	0.0034	0.0033	0.0033	0.0033
l1	t8	160	3	6.0	independent_null	0.05	120	299	3	0.025	0.0085	0.0709	0.7652	-0.003	0.05	0.5065	0.0598	0.52	0.94
l1	t8	160	3	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9234	0.7437	3.0	0.0033	0.0033	0.0033	0.0033
l1	t8	160	3	8.0	independent_null	0.05	120	299	9	0.075	0.04	0.1364	0.6924	0.0103	0.0833	0.4719	0.0328	0.47	0.9437
l1	t5	40	1	4.0	matched	0.05	120	299	55	0.4583	0.3719	0.5474	0.8776	0.3191	1.0	0.0803	0.0033	0.05	0.2502
l1	t5	40	1	4.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.8196	-0.0003	0.025	0.4931	0.0625	0.4967	0.9333
l1	t5	40	1	6.0	matched	0.05	120	299	110	0.9167	0.8534	0.9541	0.9017	0.5798	1.0	0.0218	0.0033	0.0183	0.06
l1	t5	40	1	6.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7532	-0.0175	0.025	0.5507	0.0557	0.5867	0.9702
l1	t5	40	1	8.0	matched	0.05	120	299	119	0.9917	0.9543	0.9985	0.9255	0.7364	1.0	0.0167	0.0033	0.0133	0.0367
l1	t5	40	1	8.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.6822	-0.0193	0.0167	0.5532	0.0563	0.6167	0.9535
l1	t5	40	2	4.0	matched	0.05	120	299	95	0.7917	0.7105	0.8547	0.9006	0.458	2.0	0.029	0.0033	0.01	0.1143
l1	t5	40	2	4.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.8159	0.0041	0.0917	0.497	0.0565	0.49	0.9602
l1	t5	40	2	6.0	matched	0.05	120	299	119	0.9917	0.9543	0.9985	0.9319	0.7172	2.0	0.0053	0.0033	0.0033	0.01
l1	t5	40	2	6.0	independent_null	0.05	120	299	2	0.0167	0.0046	0.0587	0.7404	0.0045	0.15	0.5048	0.0732	0.5267	0.9568
l1	t5	40	2	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9518	0.8377	2.0	0.0042	0.0033	0.0033	0.0067
l1	t5	40	2	8.0	independent_null	0.05	120	299	10	0.0833	0.0459	0.1466	0.6785	0.0295	0.1667	0.4653	0.03	0.445	0.9403
l1	t5	40	3	4.0	matched	0.05	120	299	114	0.95	0.8952	0.9769	0.926	0.5428	3.0	0.0136	0.0033	0.0033	0.0343
l1	t5	40	3	4.0	independent_null	0.05	120	299	9	0.075	0.04	0.1364	0.8224	-0.0149	0.2833	0.5455	0.0398	0.57	0.9668
l1	t5	40	3	6.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.949	0.7767	3.0	0.0039	0.0033	0.0033	0.0067
l1	t5	40	3	6.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.7484	0.0061	0.2667	0.4916	0.0763	0.4833	0.9335
l1	t5	40	3	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9643	0.8733	3.0	0.0034	0.0033	0.0033	0.0033
l1	t5	40	3	8.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.6746	-0.0077	0.1917	0.5149	0.0532	0.5233	0.9437
l1	t5	80	1	4.0	matched	0.05	120	299	39	0.325	0.2478	0.4131	0.8511	0.1789	1.0	0.1257	0.0067	0.085	0.3877
l1	t5	80	1	4.0	independent_null	0.05	120	299	3	0.025	0.0085	0.0709	0.8202	-0.0185	0.0083	0.5384	0.113	0.535	0.9637
l1	t5	80	1	6.0	matched	0.05	120	299	109	0.9083	0.8433	0.948	0.8637	0.3907	1.0	0.0217	0.0033	0.0167	0.0637
l1	t5	80	1	6.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.7767	-0.0038	0.0083	0.5144	0.0632	0.4967	0.9502
l1	t5	80	1	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.8894	0.583	1.0	0.0109	0.0033	0.01	0.0233
l1	t5	80	1	8.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.7264	0.01	0.0333	0.5066	0.0423	0.545	0.95
l1	t5	80	2	4.0	matched	0.05	120	299	99	0.825	0.7472	0.8826	0.871	0.3141	2.0	0.0309	0.0033	0.0133	0.1277
l1	t5	80	2	4.0	independent_null	0.05	120	299	10	0.0833	0.0459	0.1466	0.8203	0.0184	0.0333	0.4564	0.0365	0.46	0.9208
l1	t5	80	2	6.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.8931	0.5564	2.0	0.0049	0.0033	0.0033	0.01
l1	t5	80	2	6.0	independent_null	0.05	120	299	9	0.075	0.04	0.1364	0.7603	0.0197	0.0667	0.4748	0.0265	0.475	0.937
l1	t5	80	2	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9176	0.7245	2.0	0.0035	0.0033	0.0033	0.0035
l1	t5	80	2	8.0	independent_null	0.05	120	299	8	0.0667	0.0342	0.1261	0.69	0.0114	0.075	0.4809	0.0333	0.5033	0.9442
l1	t5	80	3	4.0	matched	0.05	120	299	111	0.925	0.8636	0.96	0.8869	0.387	3.0	0.0147	0.0033	0.005	0.0738
l1	t5	80	3	4.0	independent_null	0.05	120	299	2	0.0167	0.0046	0.0587	0.8129	-0.0001	0.0833	0.4908	0.093	0.4517	0.9502
l1	t5	80	3	6.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9134	0.6481	3.0	0.0039	0.0033	0.0033	0.0067
l1	t5	80	3	6.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.7455	0.0042	0.1333	0.4856	0.0633	0.47	0.941
l1	t5	80	3	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9344	0.788	3.0	0.0034	0.0033	0.0033	0.0033
l1	t5	80	3	8.0	independent_null	0.05	120	299	8	0.0667	0.0342	0.1261	0.6734	0.0068	0.1583	0.5058	0.0367	0.535	0.9767
l1	t5	160	1	4.0	matched	0.05	120	299	35	0.2917	0.2178	0.3784	0.8393	0.1063	1.0	0.161	0.0033	0.115	0.4258
l1	t5	160	1	4.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.8182	-0.0001	0.0083	0.5039	0.0567	0.4633	0.957
l1	t5	160	1	6.0	matched	0.05	120	299	103	0.8583	0.7848	0.9096	0.8446	0.2404	1.0	0.0236	0.0033	0.0133	0.07
l1	t5	160	1	6.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.7968	0.0086	0.0083	0.4672	0.0532	0.4467	0.9603
l1	t5	160	1	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.8605	0.4046	1.0	0.0077	0.0033	0.0067	0.0135
l1	t5	160	1	8.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.756	-0.0039	0.025	0.5263	0.056	0.5333	0.9348
l1	t5	160	2	4.0	matched	0.05	120	299	63	0.525	0.4363	0.6122	0.8459	0.1609	2.0	0.0662	0.0033	0.04	0.2002
l1	t5	160	2	4.0	independent_null	0.05	120	299	9	0.075	0.04	0.1364	0.821	0.0185	0.0167	0.4465	0.0233	0.4267	0.9277
l1	t5	160	2	6.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.8633	0.3885	2.0	0.0052	0.0033	0.0033	0.0133
l1	t5	160	2	6.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.7772	0.0013	0.05	0.4976	0.0432	0.49	0.9702
l1	t5	160	2	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.8813	0.5637	2.0	0.0037	0.0033	0.0033	0.0035
l1	t5	160	2	8.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.7252	-0.0011	0.025	0.5133	0.0665	0.5133	0.9372
l1	t5	160	3	4.0	matched	0.05	120	299	103	0.8583	0.7848	0.9096	0.8634	0.2551	3.0	0.0183	0.0033	0.0067	0.0702
l1	t5	160	3	4.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.8131	0.0022	0.0333	0.5077	0.0465	0.5083	0.9102
l1	t5	160	3	6.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.8751	0.4711	3.0	0.0041	0.0033	0.0033	0.0068
l1	t5	160	3	6.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7638	0.0035	0.0417	0.4839	0.0593	0.475	0.9602
l1	t5	160	3	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.8986	0.6545	3.0	0.0033	0.0033	0.0033	0.0033
l1	t5	160	3	8.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.6998	-0.0008	0.0583	0.5019	0.0698	0.52	0.9433
l1	t4	40	1	4.0	matched	0.05	120	299	39	0.325	0.2478	0.4131	0.8591	0.2538	1.0	0.1349	0.0067	0.0833	0.4278
l1	t4	40	1	4.0	independent_null	0.05	120	299	3	0.025	0.0085	0.0709	0.8058	-0.0154	0.0333	0.5213	0.0725	0.5417	0.9338
l1	t4	40	1	6.0	matched	0.05	120	299	93	0.775	0.6924	0.8405	0.882	0.5024	1.0	0.0339	0.0033	0.0217	0.1035
l1	t4	40	1	6.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.7554	-0.0081	0.0167	0.5251	0.0398	0.5117	0.9303
l1	t4	40	1	8.0	matched	0.05	120	299	115	0.9583	0.9062	0.9821	0.912	0.6937	1.0	0.0187	0.0033	0.0167	0.0435
l1	t4	40	1	8.0	independent_null	0.05	120	299	4	0.0333	0.013	0.0826	0.6841	-0.0037	0.0333	0.5127	0.0765	0.525	0.9368
l1	t4	40	2	4.0	matched	0.05	120	299	85	0.7083	0.6216	0.7822	0.8873	0.3997	2.0	0.0431	0.0033	0.0217	0.1368
l1	t4	40	2	4.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.8097	-0.0117	0.075	0.5271	0.0432	0.5367	0.9572
l1	t4	40	2	6.0	matched	0.05	120	299	116	0.9667	0.9174	0.987	0.9181	0.658	2.0	0.0093	0.0033	0.0033	0.04
l1	t4	40	2	6.0	independent_null	0.05	120	299	10	0.0833	0.0459	0.1466	0.7499	0.0136	0.125	0.4854	0.0297	0.51	0.9135
l1	t4	40	2	8.0	matched	0.05	120	299	120	1.0	0.969	1.0	0.9428	0.8001	2.0	0.0049	0.0033	0.0033	0.01
l1	t4	40	2	8.0	independent_null	0.05	120	299	9	0.075	0.04	0.1364	0.6833	0.0187	0.1333	0.4827	0.023	0.48	0.9605
l1	t4	40	3	4.0	matched	0.05	120	299	91	0.7583	0.6745	0.8261	0.8995	0.4313	3.0	0.0471	0.0033	0.01	0.2135
l1	t4	40	3	4.0	independent_null	0.05	120	299	5	0.0417	0.0179	0.0938	0.831	0.024	0.2167	0.4577	0.0532	0.4383	0.9403
l1	t4	40	3	6.0	matched	0.05	120	299	118	0.9833	0.9413	0.9954	0.9399	0.727	3.0	0.0054	0.0033	0.0033	0.0102
l1	t4	40	3	6.0	independent_null	0.05	120	299	6	0.05	0.0231	0.1048	0.7533	-0.0038	0.2167	0.516	0.0527	0.4917	0.9668
l1	t4	40	3	8.0	matched	0.05	120	299	119	0.9917	0.9543	0.9985	0.9504	0.8182	3.0	0.0043	0.0033	0.0033	0.0067
l1	t4	40	3	8.0	independent_null	0.05	120	299	7	0.0583	0.0285	0.1155	0.6904	-0.0031	0.2333	0.509	0.0367	0.51	0.8983
l1	t4	80	1	4.0	matched	0.05	120	299	32	0.2667	0.1957	0.3521	0.8346	0.1501	1.0	0.1596	0.0132	0.12	0.4505
